"X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport","items_sold"
269,"2023-09-07","09:45:16","Eastern","Bugesera","imboga za dodo","Amaranth Leaves","wholesaler","Bugesera","bicycle","imboga za dodo"
270,"2023-09-07","09:05:05","Kigali","Gasabo","ibirayi","Potato","wholesaler","Gasabo","bus","ibirayi"
271,"2023-09-15","23:18:47","Kigali","Kicukiro","isombe","Cassava Leaves","wholesaler","Other DistrictDistrict","bicycle","isombe"
274,"2023-09-15","21:45:31","Eastern","Gatsibo","ibitunguru","Onion","wholesaler","Gatsibo","bicycle","ibitunguru"
275,"2023-09-15","21:40:28","Southern","Kamonyi","amatunda","Passionfruit","cooperative","Kamonyi","bicycle","amatunda"
278,"2023-09-15","21:28:19","Eastern","Nyagatare","intoryi","Aubergine","wholesaler","Nyagatare","bicycle","intoryi"
279,"2023-09-15","18:52:21","Eastern","Kirehe","ubunyobwa","Ground Nuts","wholesaler","Kirehe","bicycle","ubunyobwa"
281,"2023-09-15","18:46:36","Eastern","Kirehe","ibishyimbo byumye","Field Beans","wholesaler","Kirehe","bicycle","ibishyimbo byumye"
282,"2023-09-15","18:39:14","Eastern","Kirehe","ingano za sayiri","Barley","wholesaler","Kirehe","bicycle","ingano za sayiri"
283,"2023-09-15","17:54:24","Eastern","Ngoma","inyanya","Tomato","wholesaler","Ngoma","bicycle","inyanya"
284,"2023-09-15","17:53:43","Northern","Gakenke","imiteja","Faba Beans","neighbour_farm","Other DistrictDistrict","bicycle","imiteja"
286,"2023-09-15","16:37:08","Northern","Musanze","amashu","Cabbage","neighbour_farm","Musanze","bicycle","amashu"
287,"2023-09-15","16:34:22","Eastern","Kayonza","ibigori","Maize","wholesaler","Kayonza","bicycle","ibigori"
288,"2023-09-15","16:29:55","Eastern","Kayonza","ibishyimbo byumye","Field Beans","wholesaler","Kayonza","bicycle","ibishyimbo byumye"
289,"2023-09-15","15:27:24","Southern","Gisagara","ibitunguru","Onion","wholesaler","Other DistrictDistrict","bicycle","ibitunguru"
290,"2023-09-15","15:09:33","Eastern","Bugesera","urusenda","Chilli","wholesaler","Bugesera","bicycle","urusenda"
291,"2023-09-15","15:02:37","Eastern","Bugesera","beterave","Beetroot","wholesaler","Bugesera","bicycle","beterave"
292,"2023-09-15","14:51:28","Eastern","Bugesera","imboga za dodo","Amaranth Leaves","wholesaler","Bugesera","bicycle","imboga za dodo"
294,"2023-09-15","14:21:24","Northern","Musanze","ingano za sayiri","Barley","wholesaler","Musanze","bicycle","ingano za sayiri"
295,"2023-09-15","14:20:32","Western","Nyamasheke","amashu","Cabbage","wholesaler","Nyamasheke","walk","amashu"
296,"2023-09-15","14:02:10","Southern","Kamonyi","imboga za dodo","Amaranth Leaves","own_farm","Kamonyi","walk","imboga za dodo"
297,"2023-09-15","13:23:22","Eastern","Ngoma","ibigori","Maize","wholesaler","Ngoma","bicycle","ibigori"
298,"2023-09-15","13:19:00","Eastern","Ngoma","ubunyobwa","Ground Nuts","neighbour_farm","Ngoma","bicycle","ubunyobwa"
299,"2023-09-15","13:08:44","Northern","Burera","ibinyomoro","Tree Tomato","wholesaler","Burera","walk","ibinyomoro"
300,"2023-09-15","13:08:24","Eastern","Ngoma","ibishyimbo byumye","Field Beans","neighbour_farm","Ngoma","bicycle","ibishyimbo byumye"
301,"2023-09-15","13:07:20","Kigali","Nyarugenge","inyanya","Tomato","wholesaler","Nyarugenge","car","inyanya"
302,"2023-09-15","12:52:21","Kigali","Kicukiro","sipinaci","Spinach","wholesaler","Kicukiro","walk","sipinaci"
303,"2023-09-15","12:47:52","Kigali","Kicukiro","isombe","Cassava Leaves","wholesaler","Other DistrictDistrict","moto","isombe"
305,"2023-09-15","12:44:47","Northern","Burera","ibitoki","Banana Cooking","own_farm","Burera","walk","ibitoki"
306,"2023-09-15","12:21:46","Northern","Gicumbi","amashu","Cabbage","wholesaler","Gicumbi","walk","amashu"
307,"2023-09-15","12:19:47","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk","beterave"
308,"2023-09-15","12:16:48","Northern","Gicumbi","imboga za dodo","Amaranth Leaves","wholesaler","Gicumbi","walk","imboga za dodo"
309,"2023-09-15","11:58:15","Southern","Nyanza","inyanya","Tomato","neighbour_farm","Nyanza","bicycle","inyanya"
310,"2023-09-15","11:54:39","Western","Rusizi","amafi","Fish","wholesaler","DRCongo","walk","amafi"
311,"2023-09-15","11:54:18","Southern","Nyanza","imboga za dodo","Amaranth Leaves","neighbour_farm","Nyanza","bicycle","imboga za dodo"
312,"2023-09-15","11:17:07","Southern","Nyaruguru","ipapayi","Papaya","own_farm","Other DistrictDistrict","moto","ipapayi"
313,"2023-09-15","10:59:51","Western","Karongi","umuceli","Rice","wholesaler","Other DistrictDistrict","truck","umuceli"
314,"2023-09-15","10:56:05","Western","Karongi","ubunyobwa","Ground Nuts","wholesaler","Other DistrictDistrict","truck","ubunyobwa"
315,"2023-09-15","10:50:49","Western","Karongi","ibishyimbo byumye","Field Beans","wholesaler","Other DistrictDistrict","truck","ibishyimbo byumye"
316,"2023-09-15","10:42:20","Northern","Gicumbi","beterave","Beetroot","neighbour_farm","Gicumbi","walk","beterave"
317,"2023-09-15","10:14:13","Northern","Rulindo","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Rulindo","bicycle","ibijumba_by'_umweru"
318,"2023-09-15","10:04:17","Northern","Burera","ibitoki","Banana Cooking","neighbour_farm","Burera","walk","ibitoki"
319,"2023-09-15","09:57:07","Southern","Nyaruguru","amagi","Eggs","own_farm","Nyaruguru","walk","amagi"
320,"2023-09-15","09:52:47","Southern","Nyaruguru","urusenda","Chilli","wholesaler","Nyaruguru","walk","urusenda"
321,"2023-09-15","09:52:29","Eastern","Nyagatare","karoti","Carrot","own_farm","Nyagatare","bicycle","karoti"
322,"2023-09-15","09:49:04","Eastern","Nyagatare","amashu","Cabbage","cooperative","Nyagatare","car","amashu"
323,"2023-09-15","09:46:54","Southern","Nyaruguru","karoti","Carrot","wholesaler","Nyaruguru","car","karoti"
324,"2023-09-15","09:46:04","Eastern","Nyagatare","imboga za dodo","Amaranth Leaves","neighbour_farm","Nyagatare","bicycle","imboga za dodo"
325,"2023-09-15","09:39:39","Southern","Nyaruguru","beterave","Beetroot","wholesaler","Other DistrictDistrict","car","beterave"
326,"2023-09-15","09:37:03","Northern","Gicumbi","amashu","Cabbage","neighbour_farm","Gicumbi","bicycle","amashu"
327,"2023-09-15","09:36:14","Southern","Nyaruguru","inyanya","Tomato","wholesaler","Other DistrictDistrict","car","inyanya"
328,"2023-09-15","09:34:35","Eastern","Kirehe","soya","Soya Beans","wholesaler","Kirehe","bicycle","soya"
330,"2023-09-15","09:31:33","Kigali","Kicukiro","ibirayi","Potato","wholesaler","Other DistrictDistrict","truck","ibirayi"
331,"2023-09-15","09:30:45","Eastern","Ngoma","ibinyomoro","Tree Tomato","wholesaler","Ngoma","bicycle","ibinyomoro"
332,"2023-09-15","09:30:24","Southern","Nyaruguru","imboga za dodo","Amaranth Leaves","wholesaler","Nyaruguru","car","imboga za dodo"
333,"2023-09-15","09:30:13","Southern","Nyaruguru","ipapayi","Papaya","wholesaler","Other DistrictDistrict","car","ipapayi"
334,"2023-09-15","09:27:11","Northern","Gicumbi","intoryi","Aubergine","own_farm","Gicumbi","bicycle","intoryi"
335,"2023-09-15","09:25:57","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","walk","ibitoki"
336,"2023-09-15","09:25:55","Eastern","Ngoma","amatunda","Passionfruit","wholesaler","Ngoma","bicycle","amatunda"
337,"2023-09-15","09:24:09","Eastern","Bugesera","ibirayi","Potato","wholesaler","Bugesera","bicycle","ibirayi"
338,"2023-09-15","09:21:58","Eastern","Nyagatare","karoti","Carrot","wholesaler","Nyagatare","bicycle","karoti"
339,"2023-09-15","09:21:19","Kigali","Kicukiro","urusenda","Chilli","wholesaler","Kicukiro","moto","urusenda"
340,"2023-09-15","09:19:46","Eastern","Nyagatare","beterave","Beetroot","wholesaler","Other DistrictDistrict","car","beterave"
341,"2023-09-15","09:17:47","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","bicycle","amatunda"
342,"2023-09-15","09:13:34","Eastern","Rwamagana","inanasi","Pineapple","own_farm","Rwamagana","bicycle","inanasi"
343,"2023-09-15","09:12:54","Northern","Burera","avoka","Avocado","wholesaler","Burera","walk","avoka"
344,"2023-09-15","09:12:11","Kigali","Gasabo","amagi","Eggs","wholesaler","Other DistrictDistrict","car","amagi"
345,"2023-09-15","09:11:35","Western","Rubavu","ibishyimbo byumye","Field Beans","wholesaler","Rubavu","bicycle","ibishyimbo byumye"
346,"2023-09-15","09:10:43","Northern","Burera","ibinyomoro","Tree Tomato","neighbour_farm","Burera","bicycle","ibinyomoro"
347,"2023-09-15","09:10:29","Southern","Nyanza","ibitunguru","Onion","wholesaler","Nyanza","bicycle","ibitunguru"
348,"2023-09-15","09:09:43","Eastern","Nyagatare","intoryi","Aubergine","wholesaler","Nyagatare","bicycle","intoryi"
349,"2023-09-16","22:10:22","Northern","Gicumbi","ibinyomoro","Tree Tomato","neighbour_farm","Gicumbi","moto","ibinyomoro"
350,"2023-09-16","22:05:52","Northern","Gakenke","ibitunguru","Onion","wholesaler","Other DistrictDistrict","bicycle","ibitunguru"
351,"2023-09-16","22:03:42","Northern","Gicumbi","amatunda","Passionfruit","neighbour_farm","Gicumbi","moto","amatunda"
353,"2023-09-16","21:54:13","Northern","Gicumbi","ibitunguru","Onion","neighbour_farm","Gicumbi","moto","ibitunguru"
354,"2023-09-16","20:56:10","Eastern","Bugesera","imiteja","Faba Beans","neighbour_farm","Bugesera","bicycle","imiteja"
355,"2023-09-16","20:51:35","Eastern","Bugesera","karoti","Carrot","cooperative","Other DistrictDistrict","moto","karoti"
356,"2023-09-16","20:44:14","Southern","Ruhango","amatunda","Passionfruit","wholesaler","Other DistrictDistrict","car","amatunda"
357,"2023-09-16","18:01:44","Northern","Gicumbi","karoti","Carrot","neighbour_farm","Gicumbi","walk","karoti"
359,"2023-09-16","15:42:43","Northern","Burera","ibigori","Maize","own_farm","Burera","bicycle","ibigori"
360,"2023-09-16","15:37:43","Western","Karongi","soya","Soya Beans","wholesaler","Other DistrictDistrict","walk","soya"
361,"2023-09-16","15:27:26","Western","Karongi","amashaza","Green Peas","wholesaler","Other DistrictDistrict","bicycle","amashaza"
362,"2023-09-16","15:23:57","Southern","Gisagara","ibitunguru","Onion","neighbour_farm","Other DistrictDistrict","bicycle","ibitunguru"
363,"2023-09-16","14:45:10","Southern","Kamonyi","amasaka","Sorghum","wholesaler","Other DistrictDistrict","bicycle","amasaka"
364,"2023-09-16","14:20:06","Western","Rusizi","ibitoki","Banana Cooking","wholesaler","Rusizi","car","ibitoki"
365,"2023-09-16","14:08:57","Eastern","Kirehe","ibinyomoro","Tree Tomato","wholesaler","Kirehe","walk","ibinyomoro"
366,"2023-09-16","14:00:59","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","walk","amatunda"
367,"2023-09-16","12:59:15","Eastern","Kayonza","ibishyimbo byumye","Field Beans","wholesaler","Kayonza","bicycle","ibishyimbo byumye"
368,"2023-09-16","12:39:33","Southern","Gisagara","ibitoki","Banana Cooking","wholesaler","Gisagara","walk","ibitoki"
369,"2023-09-16","12:31:56","Southern","Gisagara","avoka","Avocado","wholesaler","Gisagara","walk","avoka"
370,"2023-09-16","11:09:30","Eastern","Kirehe","urusenda","Chilli","cooperative","Kirehe","bicycle","urusenda"
371,"2023-09-16","11:01:40","Eastern","Kayonza","urusenda","Chilli","neighbour_farm","Kayonza","walk","urusenda"
372,"2023-09-16","10:57:50","Eastern","Kayonza","karoti","Carrot","neighbour_farm","Kayonza","car","karoti"
373,"2023-09-16","10:55:56","Eastern","Kirehe","karoti","Carrot","cooperative","Kirehe","walk","karoti"
374,"2023-09-16","10:49:07","Kigali","Nyarugenge","inyanya","Tomato","wholesaler","Other DistrictDistrict","car","inyanya"
375,"2023-09-16","10:46:17","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Other DistrictDistrict","car","ibitunguru"
376,"2023-09-16","10:41:51","Kigali","Nyarugenge","karoti","Carrot","cooperative","Other DistrictDistrict","truck","karoti"
377,"2023-09-16","10:27:06","Eastern","Kayonza","beterave","Beetroot","neighbour_farm","Kayonza","walk","beterave"
378,"2023-09-16","09:42:28","Western","Rusizi","ibijumba_bisa_oranje","Sweet Potatoes Orange","cooperative","Rusizi","car","ibijumba_bisa_oranje"
379,"2023-09-16","08:20:22","Southern","Kamonyi","amateke ya taro","Taro","neighbour_farm","Other DistrictDistrict","bicycle","amateke ya taro"
380,"2023-09-16","08:05:02","Northern","Musanze","isombe","Cassava Leaves","wholesaler","Musanze","walk","isombe"
381,"2023-09-16","08:04:41","Western","Nyamasheke","umuceli","Rice","wholesaler","Nyamasheke","walk","umuceli"
382,"2023-09-16","06:15:07","Northern","Burera","avoka","Avocado","wholesaler","Burera","bicycle","avoka"
383,"2023-09-17","22:25:17","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk","ibitoki"
384,"2023-09-17","21:36:02","Northern","Rulindo","inyanya","Tomato","wholesaler","Rulindo","walk","inyanya"
387,"2023-09-17","16:47:27","Northern","Rulindo","amashaza","Green Peas","neighbour_farm","Rulindo","walk","amashaza"
388,"2023-09-17","14:55:12","Western","Rusizi","ibitoki","Banana Cooking","wholesaler","Rusizi","walk","ibitoki"
389,"2023-09-17","14:44:17","Western","Rusizi","avoka","Avocado","wholesaler","Rusizi","walk","avoka"
390,"2023-09-17","12:14:55","Eastern","Gatsibo","amashu","Cabbage","wholesaler","Gatsibo","bicycle","amashu"
391,"2023-09-17","11:33:37","Northern","Burera","ibisheke","Sugarcane","neighbour_farm","Other DistrictDistrict","bicycle","ibisheke"
392,"2023-09-17","10:58:26","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Gicumbi","bicycle","ibitunguru"
395,"2023-09-17","10:45:07","Kigali","Kicukiro","amashaza","Green Peas","wholesaler","Kicukiro","moto","amashaza"
396,"2023-09-17","09:33:47","Northern","Burera","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Burera","walk","ibijumba_by'_umweru"
397,"2023-09-17","09:30:01","Eastern","Gatsibo","ubunyobwa","Ground Nuts","wholesaler","Other DistrictDistrict","bus","ubunyobwa"
398,"2023-09-17","08:58:45","Northern","Musanze","ibitoki","Banana Cooking","wholesaler","Musanze","truck","ibitoki"
399,"2023-09-17","08:29:48","Eastern","Gatsibo","amashu","Cabbage","wholesaler","Gatsibo","bicycle","amashu"
400,"2023-09-17","08:22:29","Eastern","Kirehe","karoti","Carrot","wholesaler","Other DistrictDistrict","car","karoti"
401,"2023-09-17","08:15:11","Eastern","Kirehe","beterave","Beetroot","wholesaler","Kirehe","car","beterave"
402,"2023-09-17","08:12:41","Western","Nyamasheke","inyanya","Tomato","neighbour_farm","Nyamasheke","walk","inyanya"
404,"2023-09-17","08:10:12","Western","Nyamasheke","soya","Soya Beans","neighbour_farm","Nyamasheke","bicycle","soya"
405,"2023-09-17","08:06:24","Northern","Musanze","amashaza","Green Peas","wholesaler","Other DistrictDistrict","car","amashaza"
406,"2023-09-17","08:03:52","Southern","Nyaruguru","karoti","Carrot","wholesaler","Nyaruguru","walk","karoti"
407,"2023-09-17","08:03:46","Western","Nyamasheke","ibishyimbo byumye","Field Beans","neighbour_farm","Other DistrictDistrict","bicycle","ibishyimbo byumye"
408,"2023-09-17","07:11:43","Southern","Ruhango","ibinyomoro","Tree Tomato","wholesaler","Ruhango","car","ibinyomoro"
409,"2023-09-17","07:09:43","Southern","Nyamagabe","ibinyomoro","Tree Tomato","wholesaler","Nyamagabe","walk","ibinyomoro"
410,"2023-09-18","20:19:13","Eastern","Nyagatare","inyanya","Tomato","wholesaler","Nyagatare","bicycle","inyanya"
411,"2023-09-18","17:38:20","Eastern","Bugesera","isombe","Cassava Leaves","wholesaler","Bugesera","bicycle","isombe"
412,"2023-09-18","17:17:43","Western","Karongi","ubunyobwa","Ground Nuts","wholesaler","Karongi","walk","ubunyobwa"
413,"2023-09-18","16:31:21","Southern","Kamonyi","umuceli","Rice","wholesaler","Kamonyi","bicycle","umuceli"
414,"2023-09-18","16:20:28","Southern","Kamonyi","ubunyobwa","Ground Nuts","wholesaler","Other DistrictDistrict","bicycle","ubunyobwa"
416,"2023-09-18","15:21:00","Southern","Ruhango","amashaza","Green Peas","wholesaler","Ruhango","walk","amashaza"
417,"2023-09-18","15:17:07","Southern","Ruhango","amashu","Cabbage","wholesaler","Ruhango","walk","amashu"
418,"2023-09-18","13:20:43","Eastern","Kirehe","amasaka","Sorghum","wholesaler","Kirehe","bicycle","amasaka"
419,"2023-09-18","13:13:26","Northern","Burera","isombe","Cassava Leaves","neighbour_farm","Burera","walk","isombe"
420,"2023-09-18","09:23:09","Eastern","Kirehe","imiteja","Faba Beans","wholesaler","Other DistrictDistrict","car","imiteja"
421,"2023-09-18","09:08:41","Northern","Musanze","umuceli","Rice","wholesaler","Musanze","car","umuceli"
422,"2023-09-18","06:56:06","Northern","Musanze","beterave","Beetroot","wholesaler","Musanze","walk","beterave"
423,"2023-09-18","03:08:23","Northern","Burera","karoti","Carrot","wholesaler","Other DistrictDistrict","car","karoti"
424,"2023-09-18","03:02:52","Northern","Burera","intoryi","Aubergine","wholesaler","Other DistrictDistrict","car","intoryi"
426,"2023-09-19","14:49:42","Western","Nyamasheke","beterave","Beetroot","wholesaler","Other DistrictDistrict","car","beterave"
428,"2023-09-19","12:40:08","Northern","Burera","karoti","Carrot","neighbour_farm","Burera","walk","karoti"
429,"2023-09-19","12:31:51","Northern","Burera","intoryi","Aubergine","wholesaler","Burera","walk","intoryi"
430,"2023-09-19","10:48:34","Kigali","Gasabo","amashu","Cabbage","wholesaler","Gasabo","bicycle","amashu"
431,"2023-09-19","10:40:22","Eastern","Kayonza","inyanya","Tomato","own_farm","Kayonza","walk","inyanya"
432,"2023-09-19","10:29:38","Eastern","Ngoma","amasaka","Sorghum","neighbour_farm","Ngoma","bicycle","amasaka"
433,"2023-09-19","10:23:14","Eastern","Ngoma","ibigori","Maize","own_farm","Ngoma","bicycle","ibigori"
434,"2023-09-19","10:15:07","Eastern","Ngoma","ibishyimbo byumye","Field Beans","neighbour_farm","Ngoma","bicycle","ibishyimbo byumye"
435,"2023-09-19","08:57:31","Eastern","Rwamagana","inanasi","Pineapple","wholesaler","Rwamagana","moto","inanasi"
436,"2023-09-19","08:07:10","Southern","Ruhango","ibigori","Maize","neighbour_farm","Ruhango","bicycle","ibigori"
437,"2023-09-19","08:06:42","Northern","Musanze","ibigori","Maize","wholesaler","Musanze","moto","ibigori"
438,"2023-09-19","06:58:12","Eastern","Bugesera","ibitoki","Banana Cooking","wholesaler","Bugesera","bicycle","ibitoki"
439,"2023-09-20","08:47:15","Northern","Musanze","amashu","Cabbage","wholesaler","Musanze","walk","amashu"
440,"2023-09-20","08:38:35","Northern","Musanze","intoryi","Aubergine","wholesaler","Musanze","walk","intoryi"
441,"2023-09-20","08:34:15","Southern","Kamonyi","ibinyomoro","Tree Tomato","wholesaler","Other DistrictDistrict","car","ibinyomoro"
442,"2023-09-20","08:26:08","Southern","Kamonyi","amatunda","Passionfruit","neighbour_farm","Other DistrictDistrict","car","amatunda"
443,"2023-09-20","08:10:52","Northern","Burera","inyanya","Tomato","neighbour_farm","Burera","walk","inyanya"
444,"2023-09-20","08:07:55","Southern","Kamonyi","amapera","Guava","neighbour_farm","Kamonyi","walk","amapera"
445,"2023-09-21","12:13:18","Western","Rutsiro","ibirayi","Potato","farm_group","Rutsiro","walk","ibirayi"
446,"2023-09-21","12:17:21","Western","Rutsiro","ibirayi","Potato","own_farm","Rutsiro","walk","ibirayi"
447,"2023-09-21","12:27:20","Western","Rutsiro","ibirayi","Potato","own_farm","Rutsiro","walk","ibirayi"
448,"2023-09-21","12:35:26","Western","Rutsiro","ibishyimbo","Field Beans","farm_group","Rutsiro","walk","ibishyimbo"
449,"2023-09-21","12:35:26","Western","Rutsiro","amashaza","Green Peas","farm_group","Rutsiro","walk","amashaza"
450,"2023-09-21","12:35:26","Western","Rutsiro","ibigori","Maize","farm_group","Rutsiro","walk","ibigori"
451,"2023-09-21","12:52:24","Western","Rutsiro","amashaza","Green Peas","farm_group","Rutsiro","walk","amashaza"
452,"2023-09-21","12:52:24","Western","Rutsiro","ibigori","Maize","farm_group","Rutsiro","walk","ibigori"
453,"2023-09-21","12:52:24","Western","Rutsiro","ibishyimbo","Field Beans","farm_group","Rutsiro","walk","ibishyimbo"
454,"2023-09-21","13:02:38","Western","Rutsiro","amashaza","Green Peas","farm_group","Rutsiro","walk","amashaza"
455,"2023-09-21","13:02:38","Western","Rutsiro","ibigori","Maize","farm_group","Rutsiro","walk","ibigori"
456,"2023-09-21","13:02:38","Western","Rutsiro","ibishyimbo","Field Beans","farm_group","Rutsiro","walk","ibishyimbo"
457,"2023-09-21","13:11:34","Western","Rutsiro","ibitoki(byoguteka)","Banana Cooking","wholesaler","Karongi","walk","ibitoki(byoguteka)"
458,"2023-09-21","13:11:34","Western","Rutsiro","karoti","Carrot","wholesaler","Rutsiro","walk","karoti"
459,"2023-09-21","13:11:34","Western","Rutsiro","dodo","Amaranth Leaves","farm_group","Karongi","walk","dodo"
460,"2023-09-21","13:27:55","Western","Rutsiro","inyanya","Tomato","farm_group","Rutsiro","walk","inyanya"
461,"2023-09-21","13:33:31","Western","Rutsiro","inyanya","Tomato","farm_group","Karongi","walk","inyanya"
462,"2023-09-21","13:41:43","Western","Rutsiro","voka","Avocado","wholesaler","Rutsiro","walk","voka"
463,"2023-09-21","13:41:43","Western","Rutsiro","inyanya","Tomato","farm_group","Rutsiro","walk","inyanya"
464,"2023-09-21","13:41:43","Western","Rutsiro","ibitoki(by`imineke","Banana Beer","farm_group","Rutsiro","walk","ibitoki(by`imineke"
465,"2023-09-21","13:58:23","Western","Rutsiro","ibinyomoro","Tree Tomato","farm_group","Rutsiro","walk","ibinyomoro"
466,"2023-09-21","13:58:23","Western","Rutsiro","ibitunguru","Onion","wholesaler","Karongi","walk","ibitunguru"
467,"2023-09-21","13:58:23","Western","Rutsiro","urusenda","Chilli","farm_group","Karongi","walk","urusenda"
468,"2023-09-21","14:15:27","Western","Rutsiro","ibinyomoro","Tree Tomato","farm_group","Rutsiro","walk","ibinyomoro"
469,"2023-09-21","14:20:47","Western","Rutsiro","imiteja","Faba Beans","wholesaler","Karongi","walk","imiteja"
470,"2023-09-21","14:20:47","Western","Rutsiro","urusenda","Chilli","wholesaler","Karongi","walk","urusenda"
471,"2023-09-21","14:20:47","Western","Rutsiro","karoti","Carrot","farm_group","Karongi,rutsiro","walk","karoti"
472,"2023-09-21","14:31:12","Western","Rutsiro","ibitoki(byoguteka)","Banana Cooking","farm_group","Rutsiro","walk","ibitoki(byoguteka)"
473,"2023-09-21","14:31:12","Western","Rutsiro","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Rutsiro","walk","ibijumbaby`umweru"
474,"2023-09-21","14:37:27","Western","Rutsiro","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Rutsiro","walk","ibijumbaby`umweru"
475,"2023-09-21","14:40:31","Western","Rutsiro","ibijumbaby`umweru","Sweet Potatoes White","wholesaler","Rutsiro","walk","ibijumbaby`umweru"
476,"2023-09-21","14:44:45","Western","Rutsiro","amateke","Taro","farm_group","Rutsiro","walk","amateke"
477,"2023-09-21","14:49:58","Western","Rutsiro","imyumbati","Cassava Root","farm_group","Rutsiro","walk","imyumbati"
478,"2023-09-21","14:53:56","Western","Rutsiro","imyumbati","Cassava Root","farm_group","Rutsiro","walk","imyumbati"
479,"2023-09-21","14:59:00","Western","Rutsiro","imyumbati","Cassava Root","own_farm","Karongi","walk","imyumbati"
480,"2023-09-22","08:22:46","Western","Rusizi","dodo","Amaranth Leaves","bulk_market","Rusizi","bicycle","dodo"
481,"2023-09-22","08:33:11","Western","Rusizi","dodo","Amaranth Leaves","bulk_market","Rusizi","walk","dodo"
482,"2023-09-22","08:38:47","Western","Rusizi","dodo","Amaranth Leaves","bulk_market","Rusizi","walk","dodo"
483,"2023-09-22","08:48:25","Western","Rusizi","isombe","Cassava Leaves","own_farm","Rusizi","walk","isombe"
484,"2023-09-22","08:55:14","Western","Rusizi","isombe","Cassava Leaves","own_farm","Rusizi","walk","isombe"
485,"2023-09-22","08:58:31","Southern","Nyamagabe","ibitoki(byoguteka)","Banana Cooking","farm_group","Nyamagabe","walk","ibitoki(byoguteka)"
486,"2023-09-22","09:01:04","Western","Rusizi","isombe","Cassava Leaves","own_farm","Rusizi","walk","isombe"
487,"2023-09-22","09:10:16","Western","Rusizi","inyanya","Tomato","own_farm","Rusizi","bicycle","inyanya"
488,"2023-09-22","09:16:09","Western","Rusizi","inyanya","Tomato","own_farm","Rusizi","walk","inyanya"
489,"2023-09-22","09:20:17","Southern","Nyamagabe","ibitoki(byoguteka)","Banana Cooking","wholesaler","Nyamagabe","walk","ibitoki(byoguteka)"
490,"2023-09-22","09:23:58","Western","Rusizi","inyanya","Tomato","own_farm","Rusizi","walk","inyanya"
491,"2023-09-22","09:26:16","Southern","Nyamagabe","ibitoki(byoguteka)","Banana Cooking","farm_group","Nyamagabe","bicycle","ibitoki(byoguteka)"
492,"2023-09-22","09:32:29","Southern","Nyamagabe","imyumbati","Cassava Root","farm_group","Nyamagabe","walk","imyumbati"
493,"2023-09-22","09:32:29","Southern","Nyamagabe","ibijumbaby`umweru","Sweet Potatoes White","farm_group","Nyamagabe","walk","ibijumbaby`umweru"
494,"2023-09-22","09:39:33","Southern","Nyamagabe","imyumbati","Cassava Root","farm_group","Nyamagabe","walk","imyumbati"
495,"2023-09-22","09:48:49","Western","Rusizi","inanasi","Pineapple","own_farm","Rusizi","moto","inanasi"
496,"2023-09-22","09:56:52","Western","Rusizi","inanasi","Pineapple","own_farm","Rusizi","bicycle","inanasi"
498,"2023-09-22","10:01:37","Southern","Nyamagabe","voka","Avocado","farm_group","Nyamagabe","walk","voka"
499,"2023-09-22","10:01:37","Southern","Nyamagabe","amapera","Guava","farm_group","Nyamagabe","walk","amapera"
500,"2023-09-22","10:02:45","Western","Rusizi","inanasi","Pineapple","own_farm","Rusizi","walk","inanasi"
501,"2023-09-22","10:11:37","Western","Rusizi","ibitoki(byoguteka)","Banana Cooking","own_farm","Rusizi","walk","ibitoki(byoguteka)"
502,"2023-09-22","10:16:33","Western","Rusizi","ibitoki(byoguteka)","Banana Cooking","own_farm","Rusizi","walk","ibitoki(byoguteka)"
503,"2023-09-22","10:18:56","Southern","Nyamagabe","voka","Avocado","wholesaler","Nyamagabe","walk","voka"
504,"2023-09-22","10:21:40","Western","Rusizi","ibitoki(byoguteka)","Banana Cooking","own_farm","Rusizi","walk","ibitoki(byoguteka)"
505,"2023-09-22","10:33:02","Southern","Nyamagabe","biringanya","Aubergine","wholesaler","Huye","bicycle,moto","biringanya"
506,"2023-09-22","10:33:02","Southern","Nyamagabe","inyanya","Tomato","farm_group","Nyamagabe","bicycle,moto","inyanya"
507,"2023-09-22","10:33:02","Southern","Nyamagabe","karoti","Carrot","farm_group","Nyamagabe","bicycle,moto","karoti"
508,"2023-09-22","10:45:48","Western","Rusizi","umuceri","Rice","wholesaler","Rusizi","walk","umuceri"
509,"2023-09-22","10:46:26","Southern","Nyamagabe","imiteja","Faba Beans","wholesaler","Huye","bicycle,moto","imiteja"
510,"2023-09-22","10:46:26","Southern","Nyamagabe","dodo","Amaranth Leaves","wholesaler","Huye","bicycle,moto","dodo"
