"","X","date","time","Province","District","items_sold_label","Food.Item...English","source_channel","source_location","market_transport"
"6317",45,"2023-12-04","17:37:32","Southern","Kamonyi","amashaza","Green Peas","cooperative","Gasabo","car"
"6318",46,"2023-12-04","17:35:49","Eastern","Kirehe","amatunda","Passionfruit","wholesaler","Kirehe","walk"
"6319",47,"2023-12-04","17:29:48","Northern","Gicumbi","imiteja","Faba Beans","neighbour_farm","Gicumbi","car"
"6320",48,"2023-12-04","17:27:45","Kigali","Kicukiro","ibitoki","Banana Cooking","wholesaler","Kicukiro","walk"
"6321",49,"2023-12-04","17:27:28","Southern","Kamonyi","ibishyimbo byumye","Field Beans","wholesaler","Kamonyi","bicycle"
"6322",50,"2023-12-04","17:19:05","Northern","Gicumbi","urusenda","Chilli","neighbour_farm","Gicumbi","car"
"6323",51,"2023-12-04","17:18:55","Northern","Burera","ibinyomoro","Tree Tomato","neighbour_farm","Burera","bicycle"
"6324",52,"2023-12-04","17:16:14","Eastern","Kirehe","ibihaza","Pumpkin","wholesaler","Kirehe","moto"
"6325",53,"2023-12-04","17:12:58","Northern","Gicumbi","karoti","Carrot","neighbour_farm","Gicumbi","bicycle"
"6326",54,"2023-12-04","17:12:07","Western","Karongi","ibirayi","Potato","neighbour_farm","Rutsiro","walk"
"6327",55,"2023-12-04","17:11:12","Southern","Huye","ibitoki","Banana Cooking","neighbour_farm","Huye","walk"
"6328",56,"2023-12-04","17:10:26","Western","Rusizi","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Rubavu","bicycle"
"6329",57,"2023-12-04","17:10:11","Northern","Burera","inyanya","Tomato","wholesaler","Burera","bicycle"
"6330",58,"2023-12-04","17:07:21","Northern","Gicumbi","urusenda","Chilli","neighbour_farm","Gicumbi","walk"
"6331",59,"2023-12-04","17:05:06","Western","Rusizi","amashu","Cabbage","wholesaler","Rusizi","bicycle"
"6332",60,"2023-12-04","17:02:30","Western","Nyamasheke","imyembe","Mango","neighbour_farm","Nyamasheke","bicycle"
"6333",61,"2023-12-04","17:01:47","Northern","Gakenke","ibinyomoro","Tree Tomato","neighbour_farm","Gakenke","walk"
"6334",62,"2023-12-04","16:58:11","Northern","Gakenke","inyanya","Tomato","neighbour_farm","Gakenke","walk"
"6335",63,"2023-12-04","16:57:04","Northern","Burera","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Burera","walk"
"6336",65,"2023-12-04","16:55:10","Northern","Gicumbi","ibitoki","Banana Cooking","neighbour_farm","Gicumbi","walk"
"6337",66,"2023-12-04","16:54:59","Western","Karongi","umuceli","Rice","wholesaler","Karongi","walk"
"6338",67,"2023-12-04","16:54:11","Western","Nyamasheke","amapera","Guava","neighbour_farm","Nyamasheke","bicycle"
"6339",68,"2023-12-04","16:52:52","Northern","Burera","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Burera","walk"
"6340",69,"2023-12-04","16:52:34","Northern","Gakenke","amatunda","Passionfruit","neighbour_farm","Gakenke","walk"
"6341",70,"2023-12-04","16:52:05","Southern","Huye","ipapayi","Papaya","neighbour_farm","Huye","walk"
"6342",71,"2023-12-04","16:51:21","Kigali","Gasabo","ibirayi","Potato","wholesaler","Don't Know","bus"
"6343",72,"2023-12-04","16:50:09","Northern","Burera","imyumbati","Cassava Root","wholesaler","Burera","walk"
"6344",73,"2023-12-04","16:50:05","Western","Karongi","ibihaza","Pumpkin","neighbour_farm","Karongi","bicycle"
"6345",74,"2023-12-04","16:49:42","Kigali","Kicukiro","intoryi","Aubergine","wholesaler","Kamonyi","bus"
"6346",75,"2023-12-04","16:45:39","Northern","Gicumbi","beterave","Beetroot","wholesaler","Gicumbi","walk"
"6347",76,"2023-12-04","16:45:27","Southern","Huye","imyembe","Mango","wholesaler","Nyamagabe","car"
"6348",77,"2023-12-04","16:44:26","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Rwamagana","walk"
"6349",78,"2023-12-04","16:43:06","Southern","Ruhango","amateke ya taro","Taro","wholesaler","Ruhango","bicycle"
"6350",79,"2023-12-04","16:42:29","Southern","Huye","ibitunguru","Onion","neighbour_farm","Gisagara","bicycle"
"6351",80,"2023-12-04","16:42:16","Northern","Gicumbi","intoryi","Aubergine","neighbour_farm","Gicumbi","bicycle"
"6352",81,"2023-12-04","16:41:45","Northern","Rulindo","amashaza","Green Peas","neighbour_farm","Rulindo","car"
"6353",82,"2023-12-04","16:41:39","Eastern","Bugesera","ibitoki","Banana Cooking","neighbour_farm","Bugesera","bicycle"
"6354",84,"2023-12-04","16:40:37","Western","Karongi","ibishyimbo byumye","Field Beans","neighbour_farm","Karongi","bicycle"
"6355",85,"2023-12-04","16:40:32","Kigali","Kicukiro","inanasi","Pineapple","wholesaler","Ngoma","car"
"6356",86,"2023-12-04","16:39:59","Northern","Musanze","ibigori","Maize","wholesaler","Musanze","bicycle"
"6357",89,"2023-12-04","16:39:17","Eastern","Nyagatare","amateke ya taro","Taro","wholesaler","Nyagatare","car"
"6358",90,"2023-12-04","16:37:35","Eastern","Nyagatare","amatunda","Passionfruit","wholesaler","Don't Know","bus"
"6359",92,"2023-12-04","16:37:24","Eastern","Rwamagana","amashu","Cabbage","wholesaler","Rwamagana","walk"
"6360",94,"2023-12-04","16:37:00","Eastern","Bugesera","avoka","Avocado","neighbour_farm","Bugesera","bicycle"
"6361",95,"2023-12-04","16:36:51","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","walk"
"6362",97,"2023-12-04","16:35:44","Southern","Nyanza","ibishyimbo byumye","Field Beans","neighbour_farm","Huye","bicycle"
"6363",98,"2023-12-04","16:35:37","Southern","Kamonyi","ibitoki","Banana Cooking","wholesaler","Muhanga","car"
"6364",99,"2023-12-04","16:35:21","Northern","Gicumbi","ibitunguru","Onion","neighbour_farm","Gicumbi","car"
"6365",101,"2023-12-04","16:34:18","Eastern","Nyagatare","ipapayi","Papaya","neighbour_farm","Nyagatare","moto"
"6366",102,"2023-12-04","16:33:45","Southern","Kamonyi","amatunda","Passionfruit","wholesaler","Nyarugenge","car"
"6367",103,"2023-12-04","16:33:38","Kigali","Nyarugenge","amateke ya taro","Taro","wholesaler","Nyarugenge","walk"
"6368",104,"2023-12-04","16:33:33","Southern","Muhanga","ibitunguru","Onion","wholesaler","Ngororero","walk"
"6369",106,"2023-12-04","16:32:54","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk"
"6370",107,"2023-12-04","16:32:05","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"6371",108,"2023-12-04","16:30:30","Southern","Kamonyi","ibitoki","Banana Cooking","neighbour_farm","Kamonyi","moto"
"6372",109,"2023-12-04","16:30:24","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","walk"
"6373",110,"2023-12-04","16:30:21","Western","Rusizi","inanasi","Pineapple","wholesaler","Rusizi","bicycle"
"6374",111,"2023-12-04","16:29:09","Eastern","Kirehe","soya","Soya Beans","wholesaler","Kirehe","bicycle"
"6375",112,"2023-12-04","16:28:57","Eastern","Nyagatare","imyembe","Mango","wholesaler","Tanzania","car"
"6376",114,"2023-12-04","16:28:32","Southern","Kamonyi","avoka","Avocado","wholesaler","Kamonyi","car"
"6377",115,"2023-12-04","16:28:29","Kigali","Nyarugenge","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Nyarugenge","walk"
"6378",116,"2023-12-04","16:27:50","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Nyagatare","car"
"6379",118,"2023-12-04","16:27:46","Eastern","Bugesera","imboga za dodo","Amaranth Leaves","neighbour_farm","Bugesera","walk"
"6380",119,"2023-12-04","16:27:32","Eastern","Kirehe","ibishyimbo byumye","Field Beans","neighbour_farm","Kirehe","bicycle"
"6381",120,"2023-12-04","16:27:26","Western","Rubavu","imiteja","Faba Beans","wholesaler","Nyarugenge","moto"
"6382",121,"2023-12-04","16:27:16","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk"
"6383",122,"2023-12-04","16:26:26","Southern","Kamonyi","amapera","Guava","neighbour_farm","Kamonyi","walk"
"6384",123,"2023-12-04","16:25:49","Western","Rubavu","imiteja","Faba Beans","wholesaler","Gasabo","car"
"6385",124,"2023-12-04","16:25:29","Eastern","Rwamagana","inanasi","Pineapple","neighbour_farm","Rwamagana","bicycle"
"6386",126,"2023-12-04","16:24:48","Southern","Muhanga","avoka","Avocado","neighbour_farm","Muhanga","walk"
"6387",127,"2023-12-04","16:24:39","Northern","Gakenke","ibitunguru","Onion","own_farm","Gakenke","walk"
"6388",128,"2023-12-04","16:24:35","Western","Rubavu","karoti","Carrot","wholesaler","Rubavu","bicycle"
"6389",129,"2023-12-04","16:24:23","Southern","Ruhango","ibitunguru","Onion","wholesaler","Ruhango","walk"
"6390",131,"2023-12-04","16:23:17","Eastern","Kayonza","ibitunguru","Onion","wholesaler","Nyarugenge","bicycle"
"6391",133,"2023-12-04","16:22:37","Eastern","Ngoma","ibitunguru","Onion","wholesaler","Ngoma","bicycle"
"6392",134,"2023-12-04","16:22:34","Southern","Kamonyi","amateke ya taro","Taro","wholesaler","Kamonyi","walk"
"6393",135,"2023-12-04","16:22:18","Southern","Kamonyi","ibitoki","Banana Cooking","neighbour_farm","Kamonyi","moto"
"6394",136,"2023-12-04","16:22:05","Southern","Nyamagabe","amateke ya taro","Taro","neighbour_farm","Nyamagabe","bicycle"
"6395",137,"2023-12-04","16:22:02","Northern","Musanze","ibijumba_by'_umweru","Sweet Potatoes White","own_farm","Gakenke","truck"
"6396",138,"2023-12-04","16:22:01","Kigali","Nyarugenge","imyumbati","Cassava Root","wholesaler","Nyarugenge","walk"
"6397",139,"2023-12-04","16:22:01","Southern","Nyanza","ibitunguru","Onion","neighbour_farm","Nyanza","car"
"6398",141,"2023-12-04","16:20:36","Eastern","Kirehe","amasaka","Sorghum","wholesaler","Kirehe","bicycle"
"6399",142,"2023-12-04","16:20:33","Northern","Burera","ibirayi","Potato","own_farm","Burera","moto"
"6400",143,"2023-12-04","16:20:22","Northern","Gicumbi","imiteja","Faba Beans","neighbour_farm","Gicumbi","bicycle"
"6401",144,"2023-12-04","16:20:12","Southern","Nyanza","ibitoki","Banana Cooking","neighbour_farm","Nyanza","walk"
"6402",145,"2023-12-04","16:20:00","Northern","Gicumbi","ibitoki","Banana Cooking","wholesaler","Gicumbi","walk"
"6403",146,"2023-12-04","16:19:42","Eastern","Kirehe","amashu","Cabbage","neighbour_farm","Kirehe","bicycle"
"6404",147,"2023-12-04","16:19:35","Southern","Huye","karoti","Carrot","neighbour_farm","Huye","bicycle"
"6405",148,"2023-12-04","16:19:18","Northern","Gakenke","amashu","Cabbage","neighbour_farm","Gakenke","bicycle"
"6406",150,"2023-12-04","16:19:14","Northern","Gicumbi","avoka","Avocado","wholesaler","Gicumbi","bicycle"
"6407",151,"2023-12-04","16:19:14","Western","Rutsiro","ibisheke","Sugarcane","wholesaler","Rutsiro","walk"
"6408",152,"2023-12-04","16:19:12","Kigali","Nyarugenge","ibitunguru","Onion","wholesaler","Nyarugenge","bicycle"
"6409",153,"2023-12-04","16:19:09","Eastern","Gatsibo","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Gicumbi","moto"
"6410",154,"2023-12-04","16:19:08","Western","Nyamasheke","ibitunguru","Onion","wholesaler","Nyamasheke","walk"
"6411",155,"2023-12-04","16:19:06","Kigali","Nyarugenge","amashaza","Green Peas","wholesaler","Nyarugenge","moto"
"6412",156,"2023-12-04","16:18:56","Southern","Ruhango","intoryi","Aubergine","own_farm","Ruhango","walk"
"6413",158,"2023-12-04","16:18:54","Eastern","Rwamagana","amagi","Eggs","wholesaler","Rwamagana","bus"
"6414",159,"2023-12-04","16:18:52","Kigali","Gasabo","ibitoki","Banana Cooking","neighbour_farm","Gasabo","walk"
"6415",160,"2023-12-04","16:18:52","Kigali","Nyarugenge","urusenda","Chilli","wholesaler","Nyarugenge","bus"
"6416",162,"2023-12-04","16:18:50","Kigali","Nyarugenge","ibishyimbo byumye","Field Beans","wholesaler","Nyarugenge","bicycle"
"6417",163,"2023-12-04","16:18:45","Western","Nyamasheke","amasaka","Sorghum","neighbour_farm","Nyamasheke","bicycle"
"6418",164,"2023-12-04","16:18:44","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","bicycle"
"6419",165,"2023-12-04","16:18:44","Northern","Musanze","ubunyobwa","Ground Nuts","wholesaler","Musanze","walk"
"6420",166,"2023-12-04","16:18:39","Southern","Muhanga","avoka","Avocado","neighbour_farm","Muhanga","walk"
"6421",168,"2023-12-05","21:52:43","Eastern","Gatsibo","ibitunguru","Onion","wholesaler","Gatsibo","bicycle"
"6422",170,"2023-12-05","20:35:51","Western","Karongi","amashu","Cabbage","neighbour_farm","Karongi","bicycle"
"6423",171,"2023-12-05","20:04:18","Southern","Kamonyi","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Kamonyi","bicycle"
"6424",172,"2023-12-05","19:42:06","Western","Nyamasheke","imyumbati","Cassava Root","neighbour_farm","Nyamasheke","bicycle"
"6425",173,"2023-12-05","17:47:54","Northern","Gicumbi","ibijumba_bisa_oranje","Sweet Potatoes Orange","wholesaler","Gicumbi","bicycle"
"6426",174,"2023-12-05","17:40:37","Northern","Gicumbi","ibijumba_bisa_oranje","Sweet Potatoes Orange","wholesaler","Gicumbi","bicycle"
"6427",175,"2023-12-05","17:28:01","Northern","Gicumbi","ibijumba_bisa_oranje","Sweet Potatoes Orange","wholesaler","Gicumbi","bicycle"
"6428",176,"2023-12-05","15:55:54","Eastern","Ngoma","ibinyomoro","Tree Tomato","wholesaler","Ngoma","walk"
"6429",178,"2023-12-05","15:48:37","Eastern","Ngoma","amatunda","Passionfruit","wholesaler","Ngoma","walk"
"6430",179,"2023-12-05","15:46:01","Western","Karongi","ibishyimbo byumye","Field Beans","own_farm","Karongi","bicycle"
"6431",180,"2023-12-05","14:49:33","Western","Rusizi","ibitoki","Banana Cooking","wholesaler","Rusizi","walk"
"6432",181,"2023-12-05","14:43:07","Western","Rusizi","avoka","Avocado","wholesaler","Rusizi","walk"
"6433",182,"2023-12-05","14:05:16","Eastern","Nyagatare","ibitoki","Banana Cooking","wholesaler","Nyagatare","walk"
"6434",183,"2023-12-05","13:59:58","Eastern","Kayonza","karoti","Carrot","wholesaler","Don't Know","walk"
"6435",185,"2023-12-05","13:47:00","Southern","Kamonyi","inanasi","Pineapple","neighbour_farm","Kamonyi","car"
"6436",186,"2023-12-05","13:42:42","Southern","Kamonyi","amagi","Eggs","neighbour_farm","Kamonyi","car"
"6437",187,"2023-12-05","12:10:47","Northern","Rulindo","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Rulindo","bicycle"
"6438",188,"2023-12-05","12:03:04","Western","Rubavu","ibigori","Maize","wholesaler","Rubavu","car"
"6439",189,"2023-12-05","11:56:46","Kigali","Nyarugenge","imyumbati","Cassava Root","wholesaler","Nyarugenge","moto"
"6440",190,"2023-12-05","09:02:47","Southern","Ruhango","inanasi","Pineapple","neighbour_farm","Ruhango","bicycle"
"6441",191,"2023-12-05","08:25:14","Eastern","Kirehe","ibirayi","Potato","cooperative","Tanzania","car"
"6442",192,"2023-12-05","07:45:53","Northern","Musanze","isombe","Cassava Leaves","wholesaler","Musanze","walk"
"6443",193,"2023-12-05","07:21:11","Kigali","Nyarugenge","ibihaza","Pumpkin","wholesaler","Nyarugenge","moto"
"6444",194,"2023-12-05","06:38:18","Northern","Musanze","ibitunguru","Onion","wholesaler","Musanze","walk"
"6445",195,"2023-12-05","06:10:25","Eastern","Kirehe","ibijumba_by'_umweru","Sweet Potatoes White","cooperative","Kicukiro","moto"
"6446",196,"2023-12-05","06:08:52","Kigali","Gasabo","isombe","Cassava Leaves","wholesaler","Gicumbi","bicycle"
"6447",197,"2023-12-05","06:07:50","Northern","Gicumbi","ibitunguru","Onion","wholesaler","Kicukiro","moto"
"6448",198,"2023-12-05","06:01:11","Northern","Gicumbi","amashaza","Green Peas","neighbour_farm","Gicumbi","moto"
"6449",199,"2023-12-05","05:00:08","Southern","Nyamagabe","avoka","Avocado","wholesaler","Nyamagabe","walk"
"6450",200,"2023-12-05","00:19:04","Southern","Gisagara","amashu","Cabbage","neighbour_farm","Gisagara","bicycle"
"6451",201,"2023-12-06","22:21:34","Western","Rusizi","ibijumba_bisa_oranje","Sweet Potatoes Orange","wholesaler","Rusizi","bicycle"
"6452",202,"2023-12-06","21:31:36","Southern","Nyaruguru","ibitoki","Banana Cooking","wholesaler","Nyaruguru","bicycle"
"6453",203,"2023-12-06","21:29:50","Kigali","Gasabo","ibitunguru","Onion","wholesaler","Gasabo","bicycle"
"6454",204,"2023-12-06","21:27:23","Southern","Nyaruguru","ibitoki","Banana Cooking","wholesaler","Nyaruguru","bicycle"
"6455",205,"2023-12-06","21:10:10","Western","Nyamasheke","imyumbati","Cassava Root","neighbour_farm","Nyamasheke","walk"
"6456",206,"2023-12-06","20:11:48","Southern","Nyanza","karoti","Carrot","wholesaler","Nyanza","bicycle"
"6457",207,"2023-12-06","20:01:21","Eastern","Kirehe","ibirayi","Potato","wholesaler","Don't Know","car"
"6458",208,"2023-12-06","18:24:48","Eastern","Rwamagana","amateke ya taro","Taro","cooperative","Rwamagana","bus"
"6459",209,"2023-12-06","18:02:52","Southern","Ruhango","amagi","Eggs","neighbour_farm","Ruhango","walk"
"6460",210,"2023-12-06","17:48:38","Eastern","Rwamagana","inanasi","Pineapple","wholesaler","Ngoma","bicycle"
"6461",211,"2023-12-06","17:38:19","Western","Karongi","karoti","Carrot","neighbour_farm","Karongi","bicycle"
"6462",212,"2023-12-06","17:34:14","Southern","Nyaruguru","ibitoki","Banana Cooking","wholesaler","Nyaruguru","bicycle"
"6463",213,"2023-12-06","17:32:02","Kigali","Nyarugenge","shufureri","Cauliflower","wholesaler","Rubavu","car"
"6464",214,"2023-12-06","17:26:06","Kigali","Nyarugenge","amashu","Cabbage","wholesaler","Rubavu","car"
"6465",215,"2023-12-06","17:16:30","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","moto"
"6466",216,"2023-12-06","17:14:46","Northern","Gicumbi","inanasi","Pineapple","own_farm","Gicumbi","bicycle"
"6467",217,"2023-12-06","17:11:36","Northern","Gicumbi","amatunda","Passionfruit","own_farm","Gicumbi","bicycle"
"6468",218,"2023-12-06","17:07:35","Northern","Gicumbi","amapera","Guava","wholesaler","Gicumbi","bicycle"
"6469",219,"2023-12-06","16:49:14","Kigali","Kicukiro","ibirayi","Potato","wholesaler","Don't Know","walk"
"6470",220,"2023-12-06","15:53:08","Northern","Gicumbi","wotameloni","Watermelon","wholesaler","Nyarugenge","bus"
"6471",221,"2023-12-06","15:49:51","Northern","Gicumbi","ibihaza","Pumpkin","wholesaler","Nyarugenge","bus"
"6472",222,"2023-12-06","15:42:30","Eastern","Rwamagana","ibinyomoro","Tree Tomato","own_farm","Rwamagana","walk"
"6473",224,"2023-12-06","15:33:57","Eastern","Rwamagana","amatunda","Passionfruit","own_farm","Rwamagana","bicycle"
"6474",225,"2023-12-06","15:24:23","Western","Rusizi","amashu","Cabbage","neighbour_farm","Rusizi","walk"
"6475",226,"2023-12-06","15:20:55","Western","Karongi","avoka","Avocado","neighbour_farm","Karongi","walk"
"6476",228,"2023-12-06","15:02:12","Eastern","Gatsibo","amashu","Cabbage","wholesaler","Don't Know","bicycle"
"6477",229,"2023-12-06","14:51:29","Western","Nyamasheke","amafi","Fish","wholesaler","Nyamasheke","car"
"6478",230,"2023-12-06","14:42:22","Northern","Gicumbi","ibirayi","Potato","neighbour_farm","Gicumbi","bicycle"
"6479",231,"2023-12-06","14:40:26","Northern","Gakenke","ibirayi","Potato","wholesaler","Gakenke","bicycle"
"6480",232,"2023-12-06","14:37:17","Southern","Nyanza","urusenda","Chilli","wholesaler","Nyanza","walk"
"6481",233,"2023-12-06","14:35:26","Northern","Gicumbi","amashaza","Green Peas","wholesaler","Gasabo","car"
"6482",234,"2023-12-06","14:33:27","Northern","Gicumbi","ibirayi","Potato","neighbour_farm","Gicumbi","bicycle"
"6483",235,"2023-12-06","14:32:25","Northern","Gicumbi","imiteja","Faba Beans","wholesaler","Gasabo","car"
"6484",236,"2023-12-06","14:28:07","Northern","Gicumbi","shufureri","Cauliflower","wholesaler","Gasabo","car"
"6485",238,"2023-12-06","14:20:35","Eastern","Nyagatare","avoka","Avocado","neighbour_farm","Nyagatare","bicycle"
"6486",239,"2023-12-06","14:18:48","Northern","Gicumbi","ibihwagari","Sunflower","wholesaler","Gicumbi","bicycle"
"6487",240,"2023-12-06","14:18:28","Western","Rusizi","amafi","Fish","wholesaler","Rusizi","car"
"6488",241,"2023-12-06","14:10:53","Western","Nyamasheke","soya","Soya Beans","wholesaler","Don't Know","bicycle"
"6489",242,"2023-12-06","14:08:55","Western","Rusizi","amafi","Fish","wholesaler","Rusizi","moto"
"6490",243,"2023-12-06","13:58:18","Kigali","Kicukiro","ibirayi","Potato","cooperative","Kicukiro","car"
"6491",244,"2023-12-06","13:48:24","Eastern","Gatsibo","ibijumba_by'_umweru","Sweet Potatoes White","neighbour_farm","Gatsibo","bicycle"
"6492",245,"2023-12-06","13:45:06","Southern","Nyanza","urusenda","Chilli","wholesaler","Nyanza","bicycle"
"6493",246,"2023-12-06","13:43:09","Southern","Nyanza","beterave","Beetroot","wholesaler","Don't Know","bicycle"
"6494",247,"2023-12-06","13:38:50","Kigali","Nyarugenge","beterave","Beetroot","wholesaler","Nyarugenge","moto"
"6495",248,"2023-12-06","13:17:05","Western","Nyamasheke","imyumbati","Cassava Root","wholesaler","Nyamasheke","walk"
"6496",249,"2023-12-06","13:13:33","Southern","Huye","ibitunguru","Onion","wholesaler","Don't Know","moto"
"6497",251,"2023-12-06","12:59:25","Southern","Muhanga","inyama z'inka","Cow Meat","neighbour_farm","Muhanga","walk"
"6498",253,"2023-12-06","12:48:42","Eastern","Rwamagana","umuceli","Rice","wholesaler","Tanzania","bicycle"
"6499",254,"2023-12-06","12:44:55","Southern","Ruhango","ibitunguru","Onion","wholesaler","Ruhango","walk"
"6500",255,"2023-12-06","12:44:50","Northern","Gakenke","amashu","Cabbage","cooperative","Gakenke","bicycle"
"6501",257,"2023-12-06","12:42:39","Southern","Huye","amateke ya taro","Taro","neighbour_farm","Huye","bicycle"
"6502",258,"2023-12-06","12:41:33","Southern","Ruhango","beterave","Beetroot","wholesaler","Ruhango","walk"
"6503",259,"2023-12-06","12:40:26","Southern","Kamonyi","umuceli","Rice","wholesaler","Kamonyi","bicycle"
"6504",260,"2023-12-06","12:34:23","Southern","Kamonyi","intoryi","Aubergine","wholesaler","Kamonyi","bicycle"
"6505",261,"2023-12-06","12:32:54","Southern","Nyanza","urusenda","Chilli","wholesaler","Nyanza","walk"
"6506",262,"2023-12-06","12:32:33","Southern","Kamonyi","ubunyobwa","Ground Nuts","wholesaler","Muhanga","bicycle"
"6507",263,"2023-12-06","12:31:59","Kigali","Gasabo","ibitunguru","Onion","wholesaler","Gasabo","bicycle"
"6508",264,"2023-12-06","12:26:15","Western","Rubavu","ibitunguru","Onion","wholesaler","Rubavu","bicycle"
"6509",265,"2023-12-06","12:26:06","Southern","Nyanza","isombe","Cassava Leaves","neighbour_farm","Nyanza","walk"
"6510",266,"2023-12-06","12:25:34","Northern","Burera","ibitoki","Banana Cooking","neighbour_farm","Burera","walk"
"6511",267,"2023-12-06","12:23:09","Northern","Musanze","karoti","Carrot","neighbour_farm","Musanze","bicycle"
"6512",268,"2023-12-06","12:22:55","Northern","Burera","ibitoki","Banana Cooking","neighbour_farm","Burera","bicycle"
"6513",269,"2023-12-06","12:22:40","Southern","Nyamagabe","ibirayi","Potato","neighbour_farm","Don't Know","walk"
"6514",270,"2023-12-06","12:18:03","Northern","Gicumbi","ibitunguru","Onion","neighbour_farm","Gicumbi","bicycle"
"6515",271,"2023-12-06","12:17:41","Western","Rubavu","urusenda","Chilli","wholesaler","Rubavu","bicycle"
"6516",272,"2023-12-06","12:14:46","Northern","Gicumbi","ubunyobwa","Ground Nuts","wholesaler","Don't Know","car"
"6517",273,"2023-12-06","12:12:16","Southern","Nyaruguru","urusenda","Chilli","own_farm","Nyaruguru","walk"
"6518",274,"2023-12-06","12:10:18","Western","Rubavu","beterave","Beetroot","wholesaler","Rubavu","bicycle"
"6519",275,"2023-12-06","12:07:58","Northern","Gicumbi","ingano za sayiri","Barley","wholesaler","Don't Know","bicycle"
"6520",276,"2023-12-06","12:07:11","Kigali","Gasabo","amafi","Fish","wholesaler","Gasabo","moto"
"6521",278,"2023-12-06","11:59:55","Western","Rubavu","ibijumba_bisa_oranje","Sweet Potatoes Orange","neighbour_farm","Rubavu","bicycle"
"6522",279,"2023-12-06","11:58:42","Southern","Huye","ibijumba_by'_umweru","Sweet Potatoes White","wholesaler","Huye","bicycle"
"6523",280,"2023-12-06","11:55:44","Southern","Nyaruguru","ibitoki","Banana Cooking","neighbour_farm","Nyaruguru","bicycle"
"6524",281,"2023-12-06","11:51:36","Southern","Nyaruguru","avoka","Avocado","wholesaler","Huye","car"
"6525",283,"2023-12-06","11:45:51","Eastern","Kayonza","imboga za dodo","Amaranth Leaves","wholesaler","Kayonza","walk"
"6526",284,"2023-12-06","11:44:51","Northern","Burera","amatunda","Passionfruit","neighbour_farm","Burera","bicycle"
"6527",285,"2023-12-06","11:42:34","Kigali","Nyarugenge","imboga za dodo","Amaranth Leaves","wholesaler","Nyarugenge","walk"
"6528",286,"2023-12-06","11:42:34","Eastern","Rwamagana","ibitunguru","Onion","wholesaler","Nyagatare","car"
"6529",287,"2023-12-06","11:41:20","Kigali","Kicukiro","urusenda","Chilli","neighbour_farm","Kicukiro","walk"
"6530",288,"2023-12-06","11:40:42","Western","Rutsiro","amashu","Cabbage","neighbour_farm","Rutsiro","moto"
"6531",289,"2023-12-06","11:40:09","Northern","Burera","ipapayi","Papaya","neighbour_farm","Burera","bicycle"
"6532",290,"2023-12-06","11:39:13","Western","Nyamasheke","imiteja","Faba Beans","neighbour_farm","Nyamasheke","walk"
"6533",291,"2023-12-06","11:37:26","Eastern","Kayonza","inyanya","Tomato","wholesaler","Don't Know","moto"
"6534",292,"2023-12-06","11:37:06","Kigali","Gasabo","urusenda","Chilli","wholesaler","Gasabo","bus"
"6535",293,"2023-12-06","11:36:08","Eastern","Kayonza","karoti","Carrot","wholesaler","Kayonza","moto"
"6536",295,"2023-12-06","11:34:51","Northern","Burera","avoka","Avocado","neighbour_farm","Burera","bicycle"
"6537",296,"2023-12-06","11:34:45","Eastern","Ngoma","soya","Soya Beans","wholesaler","Ngoma","car"
"6538",297,"2023-12-06","11:33:02","Eastern","Kayonza","intoryi","Aubergine","wholesaler","Kayonza","moto"
"6539",298,"2023-12-06","11:31:28","Eastern","Ngoma","amasaka","Sorghum","wholesaler","Ngoma","bicycle"
"6540",299,"2023-12-06","11:30:45","Northern","Musanze","isombe","Cassava Leaves","neighbour_farm","Musanze","bicycle"
"6541",300,"2023-12-06","11:29:32","Eastern","Kayonza","inanasi","Pineapple","wholesaler","Don't Know","moto"
"6542",301,"2023-12-06","11:29:22","Eastern","Rwamagana","beterave","Beetroot","wholesaler","Rwamagana","bicycle"
"6543",302,"2023-12-06","11:27:35","Eastern","Ngoma","ibigori","Maize","wholesaler","Ngoma","car"
"6544",303,"2023-12-06","11:26:03","Eastern","Nyagatare","imiteja","Faba Beans","wholesaler","Nyagatare","bicycle"
"6545",304,"2023-12-06","11:26:00","Eastern","Bugesera","inanasi","Pineapple","wholesaler","Bugesera","bicycle"
"6546",305,"2023-12-06","11:24:39","Kigali","Kicukiro","karoti","Carrot","wholesaler","Kicukiro","moto"
